DeviceTimestamp,V,W,K,L
2025-05-13 14:54:23.222,9.2,22.4,7.6,8.4
2025-05-13 14:54:23.277,10.0,21.3,8.2,8.4
2025-05-13 14:54:23.333,9.2,21.3,8.2,8.4
2025-05-13 14:54:23.388,10.0,21.3,8.2,8.4
2025-05-13 14:54:23.444,9.2,21.3,8.2,8.4
2025-05-13 14:54:23.500,9.2,21.3,8.2,8.4
2025-05-13 14:54:23.555,10.0,21.3,8.2,8.4
2025-05-13 14:54:23.611,9.2,20.1,8.2,8.4
2025-05-13 14:54:23.666,9.2,20.1,8.2,8.4
2025-05-13 14:54:23.722,9.2,20.1,8.2,8.4
2025-05-13 14:54:23.777,9.2,20.1,8.2,8.4
2025-05-13 14:54:23.833,9.2,20.1,8.2,8.4
2025-05-13 14:54:23.888,9.2,20.1,8.2,8.4
2025-05-13 14:54:23.944,9.2,20.1,8.2,8.4
2025-05-13 14:54:24.000,9.2,20.1,8.8,8.4
2025-05-13 14:54:24.055,9.2,20.1,8.2,9.4
2025-05-13 14:54:24.111,9.2,20.1,8.8,8.4
2025-05-13 14:54:24.166,9.2,20.1,8.8,8.4
2025-05-13 14:54:24.222,9.2,20.1,8.8,9.4
2025-05-13 14:54:24.277,9.2,20.1,8.8,8.4
2025-05-13 14:54:24.333,9.2,20.1,8.8,8.4
2025-05-13 14:54:24.388,9.2,20.1,8.8,8.4
2025-05-13 14:54:24.444,9.2,20.1,8.8,8.4
2025-05-13 14:54:24.500,9.2,20.1,8.8,9.4
2025-05-13 14:54:24.555,9.2,20.1,8.8,9.4
2025-05-13 14:54:24.611,9.2,20.1,8.8,8.4
2025-05-13 14:54:24.666,9.2,20.1,8.8,9.4
2025-05-13 14:54:24.722,9.2,20.1,8.8,9.4
2025-05-13 14:54:24.777,9.2,20.1,8.8,9.4
2025-05-13 14:54:24.833,9.2,20.1,8.8,9.4
2025-05-13 14:54:24.888,9.2,20.1,8.8,9.4
2025-05-13 14:54:24.944,9.2,20.1,8.8,8.4
2025-05-13 14:54:25.000,9.2,20.1,8.8,8.4
2025-05-13 14:54:25.055,9.2,20.1,8.8,9.4
2025-05-13 14:54:25.111,9.2,20.1,8.8,9.4
2025-05-13 14:54:25.166,9.2,20.1,8.8,9.4
2025-05-13 14:54:25.222,9.2,20.1,8.8,9.4
2025-05-13 14:54:25.277,9.2,20.1,8.8,9.4
2025-05-13 14:54:25.333,9.2,20.1,8.8,8.4
2025-05-13 14:54:25.388,9.2,20.1,8.8,9.4
2025-05-13 14:54:25.444,9.2,20.1,8.8,8.4
2025-05-13 14:54:25.500,9.2,20.1,8.8,9.4
2025-05-13 14:54:25.555,9.2,20.1,8.8,9.4
2025-05-13 14:54:25.611,9.2,20.1,8.8,9.4
2025-05-13 14:54:25.666,9.2,20.1,8.8,9.4
2025-05-13 14:54:25.722,,,,
2025-05-13 14:59:23.000,10.0,25.8,6.9,9.4
2025-05-13 14:59:23.055,10.0,23.5,7.6,8.4
2025-05-13 14:59:23.111,10.0,23.5,7.6,8.4
2025-05-13 14:59:23.166,10.0,22.4,7.6,8.4
2025-05-13 14:59:23.222,10.0,22.4,7.6,8.4
2025-05-13 14:59:23.277,10.0,22.4,8.2,8.4
2025-05-13 14:59:23.333,10.0,21.3,8.2,8.4
2025-05-13 14:59:23.388,10.0,21.3,8.2,8.4
2025-05-13 14:59:23.444,10.0,21.3,8.2,8.4
2025-05-13 14:59:23.500,10.0,21.3,8.2,8.4
2025-05-13 14:59:23.555,9.2,21.3,8.2,8.4
2025-05-13 14:59:23.611,9.2,21.3,8.2,8.4
2025-05-13 14:59:23.666,10.0,21.3,8.2,8.4
2025-05-13 14:59:23.722,10.0,21.3,8.2,9.4
2025-05-13 14:59:23.777,10.0,20.1,8.2,8.4
2025-05-13 14:59:23.833,9.2,20.1,8.2,8.4
2025-05-13 14:59:23.888,9.2,20.1,8.8,8.4
2025-05-13 14:59:23.944,10.0,20.1,8.8,8.4
2025-05-13 14:59:24.000,9.2,20.1,8.2,9.4
2025-05-13 14:59:24.055,9.2,20.1,8.8,8.4
2025-05-13 14:59:24.111,10.0,20.1,8.8,8.4
2025-05-13 14:59:24.166,9.2,20.1,8.8,9.4
2025-05-13 14:59:24.222,10.0,20.1,8.8,8.4
2025-05-13 14:59:24.277,9.2,20.1,8.8,8.4
2025-05-13 14:59:24.333,9.2,20.1,8.8,8.4
2025-05-13 14:59:24.388,10.0,20.1,8.8,9.4
2025-05-13 14:59:24.444,9.2,20.1,8.8,9.4
2025-05-13 14:59:24.500,9.2,20.1,8.8,9.4
2025-05-13 14:59:24.555,9.2,20.1,8.8,9.4
2025-05-13 14:59:24.611,9.2,20.1,8.8,8.4
2025-05-13 14:59:24.666,9.2,20.1,8.8,9.4
2025-05-13 14:59:24.722,9.2,20.1,8.8,8.4
2025-05-13 14:59:24.777,9.2,20.1,8.8,9.4
2025-05-13 14:59:24.833,9.2,20.1,8.8,9.4
2025-05-13 14:59:24.888,9.2,20.1,8.8,8.4
2025-05-13 14:59:24.944,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.000,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.055,10.0,20.1,8.8,9.4
2025-05-13 14:59:25.111,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.166,9.2,20.1,8.8,8.4
2025-05-13 14:59:25.222,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.277,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.333,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.388,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.444,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.500,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.555,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.611,9.2,20.1,8.8,9.4
2025-05-13 14:59:25.666,,,,
2025-05-13 14:59:25.722,,,,
2025-05-13 15:04:23.000,10.8,25.8,6.9,9.4
2025-05-13 15:04:23.055,10.0,24.6,7.6,9.4
2025-05-13 15:04:23.111,10.0,23.5,7.6,8.4
2025-05-13 15:04:23.166,10.0,22.4,7.6,9.4
2025-05-13 15:04:23.222,10.0,22.4,8.2,8.4
2025-05-13 15:04:23.277,10.0,22.4,8.2,9.4
2025-05-13 15:04:23.333,10.0,22.4,8.2,9.4
2025-05-13 15:04:23.388,10.0,21.3,8.2,8.4
2025-05-13 15:04:23.444,10.0,21.3,8.2,9.4
2025-05-13 15:04:23.500,10.0,21.3,8.2,8.4
2025-05-13 15:04:23.555,10.0,21.3,8.2,8.4
2025-05-13 15:04:23.611,10.0,21.3,8.2,9.4
2025-05-13 15:04:23.666,10.0,21.3,8.2,8.4
2025-05-13 15:04:23.722,10.0,21.3,8.2,9.4
2025-05-13 15:04:23.777,10.0,21.3,8.8,8.4
2025-05-13 15:04:23.833,10.0,20.1,8.8,9.4
2025-05-13 15:04:23.888,10.0,20.1,8.8,9.4
2025-05-13 15:04:23.944,10.0,20.1,8.8,8.4
2025-05-13 15:04:24.000,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.055,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.111,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.166,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.222,10.0,20.1,8.8,8.4
2025-05-13 15:04:24.277,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.333,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.388,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.444,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.500,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.555,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.611,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.666,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.722,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.777,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.833,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.888,10.0,20.1,8.8,9.4
2025-05-13 15:04:24.944,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.000,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.055,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.111,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.166,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.222,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.277,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.333,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.388,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.444,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.500,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.555,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.611,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.666,10.0,20.1,8.8,9.4
2025-05-13 15:04:25.722,,,,
2025-05-13 15:09:23.000,10.0,25.8,6.9,9.4
2025-05-13 15:09:23.055,10.0,24.6,7.6,8.4
2025-05-13 15:09:23.111,10.0,23.5,7.6,9.4
2025-05-13 15:09:23.166,10.0,22.4,7.6,9.4
2025-05-13 15:09:23.222,10.0,22.4,8.2,9.4
2025-05-13 15:09:23.277,10.0,22.4,8.2,9.4
2025-05-13 15:09:23.333,10.0,22.4,8.2,8.4
2025-05-13 15:09:23.388,10.0,21.3,8.2,9.4
2025-05-13 15:09:23.444,10.0,21.3,8.2,9.4
2025-05-13 15:09:23.500,10.0,21.3,8.2,8.4
2025-05-13 15:09:23.555,10.0,21.3,8.2,9.4
2025-05-13 15:09:23.611,10.0,21.3,8.2,9.4
2025-05-13 15:09:23.666,10.0,21.3,8.2,9.4
2025-05-13 15:09:23.722,10.0,21.3,8.2,9.4
2025-05-13 15:09:23.777,10.0,21.3,8.8,9.4
2025-05-13 15:09:23.833,10.0,21.3,8.8,9.4
2025-05-13 15:09:23.888,10.0,21.3,8.8,9.4
2025-05-13 15:09:23.944,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.000,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.055,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.111,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.166,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.222,10.0,20.1,8.8,8.4
2025-05-13 15:09:24.277,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.333,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.388,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.444,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.500,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.555,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.611,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.666,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.722,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.777,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.833,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.888,10.0,20.1,8.8,9.4
2025-05-13 15:09:24.944,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.000,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.055,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.111,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.166,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.222,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.277,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.333,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.388,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.444,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.500,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.555,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.611,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.666,10.0,20.1,8.8,9.4
2025-05-13 15:09:25.722,,,,
2025-05-13 15:14:23.000,10.8,26.9,6.9,9.4
2025-05-13 15:14:23.055,10.8,24.6,7.6,9.4
2025-05-13 15:14:23.111,10.8,23.5,7.6,9.4
2025-05-13 15:14:23.166,10.8,23.5,8.2,9.4
2025-05-13 15:14:23.222,10.8,23.5,8.2,9.4
2025-05-13 15:14:23.277,10.8,22.4,8.2,9.4
2025-05-13 15:14:23.333,10.8,22.4,8.2,9.4
2025-05-13 15:14:23.388,10.8,22.4,8.2,9.4
2025-05-13 15:14:23.444,10.8,22.4,8.2,9.4
2025-05-13 15:14:23.500,10.8,21.3,8.2,9.4
2025-05-13 15:14:23.555,10.8,21.3,8.8,9.4
2025-05-13 15:14:23.611,10.8,21.3,8.8,9.4
2025-05-13 15:14:23.666,10.8,21.3,8.8,9.4
2025-05-13 15:14:23.722,10.0,21.3,8.8,9.4
2025-05-13 15:14:23.777,10.8,21.3,8.8,9.4
2025-05-13 15:14:23.833,10.8,21.3,8.8,9.4
2025-05-13 15:14:23.888,10.0,21.3,8.8,9.4
2025-05-13 15:14:23.944,10.0,21.3,8.8,9.4
2025-05-13 15:14:24.000,10.0,21.3,8.8,9.4
2025-05-13 15:14:24.055,10.0,21.3,8.8,9.4
2025-05-13 15:14:24.111,10.0,21.3,8.8,9.4
2025-05-13 15:14:24.166,10.0,21.3,8.8,9.4
2025-05-13 15:14:24.222,10.0,21.3,8.8,9.4
2025-05-13 15:14:24.277,10.0,21.3,8.8,9.4
2025-05-13 15:14:24.333,10.0,21.3,8.8,9.4
2025-05-13 15:14:24.388,10.0,21.3,8.8,9.4
2025-05-13 15:14:24.444,10.0,20.1,8.8,9.4
2025-05-13 15:14:24.500,10.0,20.1,8.8,9.4
2025-05-13 15:14:24.555,10.0,20.1,8.8,9.4
2025-05-13 15:14:24.611,10.0,20.1,8.8,9.4
2025-05-13 15:14:24.666,10.0,20.1,8.8,9.4
2025-05-13 15:14:24.722,10.0,20.1,8.8,9.4
2025-05-13 15:14:24.777,10.0,20.1,8.8,9.4
2025-05-13 15:14:24.833,10.0,20.1,8.8,9.4
2025-05-13 15:14:24.888,10.8,20.1,8.8,9.4
2025-05-13 15:14:24.944,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.000,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.055,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.111,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.166,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.222,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.277,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.333,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.388,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.444,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.500,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.555,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.611,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.666,10.0,20.1,8.8,9.4
2025-05-13 15:14:25.722,,,,
2025-05-13 15:19:23.000,10.8,25.8,6.9,9.4
2025-05-13 15:19:23.055,10.8,24.6,7.6,9.4
2025-05-13 15:19:23.111,10.8,24.6,7.6,9.4
2025-05-13 15:19:23.166,10.8,23.5,8.2,9.4
2025-05-13 15:19:23.222,10.8,23.5,8.2,9.4
2025-05-13 15:19:23.277,10.8,22.4,8.2,9.4
2025-05-13 15:19:23.333,10.8,22.4,8.2,9.4
2025-05-13 15:19:23.388,10.8,22.4,8.2,9.4
2025-05-13 15:19:23.444,10.8,22.4,8.2,9.4
2025-05-13 15:19:23.500,10.8,22.4,8.2,9.4
2025-05-13 15:19:23.555,10.8,21.3,8.8,9.4
2025-05-13 15:19:23.611,10.8,21.3,8.8,9.4
2025-05-13 15:19:23.666,10.8,21.3,8.8,9.4
2025-05-13 15:19:23.722,10.8,21.3,8.8,9.4
2025-05-13 15:19:23.777,10.8,21.3,8.8,9.4
2025-05-13 15:19:23.833,10.8,21.3,8.8,9.4
2025-05-13 15:19:23.888,10.8,21.3,8.8,9.4
2025-05-13 15:19:23.944,10.0,21.3,8.8,9.4
2025-05-13 15:19:24.000,10.8,21.3,8.8,9.4
2025-05-13 15:19:24.055,10.8,21.3,8.8,9.4
2025-05-13 15:19:24.111,10.0,21.3,8.8,9.4
2025-05-13 15:19:24.166,10.8,21.3,8.8,9.4
2025-05-13 15:19:24.222,10.0,21.3,8.8,9.4
2025-05-13 15:19:24.277,10.8,21.3,8.8,9.4
2025-05-13 15:19:24.333,10.8,21.3,8.8,9.4
2025-05-13 15:19:24.388,10.8,21.3,8.8,9.4
2025-05-13 15:19:24.444,10.8,21.3,8.8,9.4
2025-05-13 15:19:24.500,10.0,20.1,8.8,9.4
2025-05-13 15:19:24.555,10.8,20.1,8.8,9.4
2025-05-13 15:19:24.611,10.0,20.1,8.8,9.4
2025-05-13 15:19:24.666,10.0,20.1,8.8,9.4
2025-05-13 15:19:24.722,10.8,20.1,8.8,9.4
2025-05-13 15:19:24.777,10.0,20.1,8.8,9.4
2025-05-13 15:19:24.833,10.8,20.1,8.8,9.4
2025-05-13 15:19:24.888,10.0,20.1,8.8,9.4
2025-05-13 15:19:24.944,10.8,20.1,8.8,9.4
2025-05-13 15:19:25.000,10.0,20.1,8.8,9.4
2025-05-13 15:19:25.055,10.0,20.1,8.8,9.4
2025-05-13 15:19:25.111,10.8,20.1,8.8,9.4
2025-05-13 15:19:25.166,10.0,20.1,8.8,9.4
2025-05-13 15:19:25.222,10.0,20.1,8.8,9.4
2025-05-13 15:19:25.277,10.8,20.1,8.8,9.4
2025-05-13 15:19:25.333,10.0,20.1,8.8,9.4
2025-05-13 15:19:25.388,10.0,20.1,8.8,9.4
2025-05-13 15:19:25.444,10.0,20.1,8.8,9.4
2025-05-13 15:19:25.500,10.0,20.1,8.8,9.4
2025-05-13 15:19:25.555,10.8,20.1,8.8,9.4
2025-05-13 15:19:25.611,10.0,20.1,8.8,9.4
2025-05-13 15:19:25.666,10.0,20.1,8.8,9.4
2025-05-13 15:19:25.722,,,,
2025-05-13 15:24:23.000,10.8,25.8,6.9,9.4
2025-05-13 15:24:23.055,10.8,24.6,7.6,9.4
2025-05-13 15:24:23.111,10.8,23.5,7.6,9.4
2025-05-13 15:24:23.166,10.8,23.5,8.2,9.4
2025-05-13 15:24:23.222,10.8,23.5,8.2,9.4
2025-05-13 15:24:23.277,10.8,22.4,8.2,9.4
2025-05-13 15:24:23.333,10.8,22.4,8.2,9.4
2025-05-13 15:24:23.388,10.8,22.4,8.2,9.4
2025-05-13 15:24:23.444,10.8,22.4,8.2,9.4
2025-05-13 15:24:23.500,10.0,22.4,8.2,9.4
2025-05-13 15:24:23.555,10.8,21.3,8.8,9.4
2025-05-13 15:24:23.611,10.8,21.3,8.8,9.4
2025-05-13 15:24:23.666,10.0,21.3,8.8,9.4
2025-05-13 15:24:23.722,10.8,21.3,8.8,9.4
2025-05-13 15:24:23.777,10.8,21.3,8.8,9.4
2025-05-13 15:24:23.833,10.8,21.3,8.8,9.4
2025-05-13 15:24:23.888,10.8,21.3,8.8,9.4
2025-05-13 15:24:23.944,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.000,10.8,21.3,8.8,9.4
2025-05-13 15:24:24.055,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.111,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.166,10.8,21.3,8.8,9.4
2025-05-13 15:24:24.222,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.277,10.8,21.3,8.8,9.4
2025-05-13 15:24:24.333,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.388,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.444,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.500,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.555,10.8,20.1,8.8,9.4
2025-05-13 15:24:24.611,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.666,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.722,10.0,21.3,8.8,9.4
2025-05-13 15:24:24.777,10.0,20.1,8.8,9.4
2025-05-13 15:24:24.833,10.8,20.1,8.8,9.4
2025-05-13 15:24:24.888,10.0,20.1,8.8,9.4
2025-05-13 15:24:24.944,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.000,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.055,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.111,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.166,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.222,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.277,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.333,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.388,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.444,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.500,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.555,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.611,10.0,20.1,8.8,9.4
2025-05-13 15:24:25.666,,,,
2025-05-13 15:24:25.722,,,,
2025-05-13 15:29:23.000,11.7,28.0,6.9,9.4
2025-05-13 15:29:23.055,11.7,25.8,7.6,9.4
2025-05-13 15:29:23.111,11.7,24.6,8.2,9.4
2025-05-13 15:29:23.166,11.7,23.5,8.2,9.4
2025-05-13 15:29:23.222,11.7,23.5,8.2,9.4
2025-05-13 15:29:23.277,10.8,23.5,8.2,9.4
2025-05-13 15:29:23.333,11.7,22.4,8.2,9.4
2025-05-13 15:29:23.388,10.8,22.4,8.8,9.4
2025-05-13 15:29:23.444,10.8,22.4,8.8,9.4
2025-05-13 15:29:23.500,10.8,22.4,8.8,9.4
2025-05-13 15:29:23.555,10.8,22.4,8.8,9.4
2025-05-13 15:29:23.611,10.8,22.4,8.8,9.4
2025-05-13 15:29:23.666,10.8,22.4,8.8,9.4
2025-05-13 15:29:23.722,10.8,22.4,8.8,9.4
2025-05-13 15:29:23.777,10.8,21.3,8.8,9.4
2025-05-13 15:29:23.833,10.8,21.3,8.8,9.4
2025-05-13 15:29:23.888,10.8,21.3,8.8,9.4
2025-05-13 15:29:23.944,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.000,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.055,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.111,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.166,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.222,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.277,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.333,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.388,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.444,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.500,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.555,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.611,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.666,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.722,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.777,10.8,21.3,9.5,9.4
2025-05-13 15:29:24.833,10.8,21.3,8.8,9.4
2025-05-13 15:29:24.888,10.8,21.3,9.5,9.4
2025-05-13 15:29:24.944,10.8,21.3,8.8,9.4
2025-05-13 15:29:25.000,10.8,21.3,8.8,9.4
2025-05-13 15:29:25.055,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.111,10.8,21.3,8.8,9.4
2025-05-13 15:29:25.166,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.222,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.277,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.333,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.388,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.444,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.500,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.555,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.611,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.666,10.8,21.3,9.5,9.4
2025-05-13 15:29:25.722,,,,
2025-05-13 15:34:23.000,12.5,28.0,7.6,9.4
2025-05-13 15:34:23.055,12.5,25.8,7.6,9.4
2025-05-13 15:34:23.111,12.5,24.6,8.2,9.4
2025-05-13 15:34:23.166,12.5,24.6,8.2,9.4
2025-05-13 15:34:23.222,12.5,23.5,8.2,9.4
2025-05-13 15:34:23.277,12.5,23.5,8.8,9.4
2025-05-13 15:34:23.333,11.7,23.5,8.8,9.4
2025-05-13 15:34:23.388,12.5,23.5,8.8,9.4
2025-05-13 15:34:23.444,11.7,23.5,8.8,9.4
2025-05-13 15:34:23.500,11.7,22.4,8.8,9.4
2025-05-13 15:34:23.555,11.7,22.4,8.8,9.4
2025-05-13 15:34:23.611,11.7,22.4,8.8,9.4
2025-05-13 15:34:23.666,11.7,22.4,8.8,9.4
2025-05-13 15:34:23.722,11.7,22.4,8.8,9.4
2025-05-13 15:34:23.777,11.7,22.4,8.8,9.4
2025-05-13 15:34:23.833,11.7,22.4,9.5,9.4
2025-05-13 15:34:23.888,11.7,22.4,8.8,9.4
2025-05-13 15:34:23.944,11.7,22.4,9.5,9.4
2025-05-13 15:34:24.000,12.5,22.4,9.5,9.4
2025-05-13 15:34:24.055,11.7,22.4,9.5,9.4
2025-05-13 15:34:24.111,11.7,22.4,9.5,9.4
2025-05-13 15:34:24.166,11.7,22.4,9.5,9.4
2025-05-13 15:34:24.222,11.7,22.4,9.5,9.4
2025-05-13 15:34:24.277,11.7,22.4,9.5,9.4
2025-05-13 15:34:24.333,11.7,22.4,9.5,9.4
2025-05-13 15:34:24.388,11.7,21.3,9.5,9.4
2025-05-13 15:34:24.444,11.7,22.4,9.5,9.4
2025-05-13 15:34:24.500,11.7,21.3,9.5,9.4
2025-05-13 15:34:24.555,11.7,21.3,9.5,9.4
2025-05-13 15:34:24.611,11.7,21.3,9.5,9.4
2025-05-13 15:34:24.666,11.7,21.3,9.5,9.4
2025-05-13 15:34:24.722,11.7,21.3,9.5,9.4
2025-05-13 15:34:24.777,11.7,21.3,9.5,9.4
2025-05-13 15:34:24.833,11.7,21.3,9.5,9.4
2025-05-13 15:34:24.888,11.7,21.3,9.5,9.4
2025-05-13 15:34:24.944,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.000,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.055,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.111,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.166,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.222,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.277,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.333,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.388,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.444,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.500,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.555,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.611,11.7,21.3,9.5,9.4
2025-05-13 15:34:25.666,,,,
2025-05-13 15:34:25.722,,,,
2025-05-13 15:39:23.000,12.5,26.9,7.6,9.4
2025-05-13 15:39:23.055,12.5,25.8,8.2,9.4
2025-05-13 15:39:23.111,12.5,24.6,8.2,9.4
2025-05-13 15:39:23.166,12.5,24.6,8.2,9.4
2025-05-13 15:39:23.222,12.5,24.6,8.8,9.4
2025-05-13 15:39:23.277,12.5,23.5,8.8,9.4
2025-05-13 15:39:23.333,12.5,23.5,8.8,9.4
2025-05-13 15:39:23.388,12.5,23.5,8.8,9.4
2025-05-13 15:39:23.444,12.5,23.5,8.8,9.4
